fecha,salario
2023-11-01,471142
2023-12-01,513545
2024-01-01,513545
2024-02-01,513545
2024-03-01,513545
2024-04-01,667197
2024-05-01,667197
2024-06-01,786433
2024-07-01,786433
2024-08-01,786433
2024-09-01,786433
2024-10-01,786433
2024-11-01,786433
2024-12-01,786433
2025-01-01,786433
2025-02-01,786433
2025-03-01,786433
2025-04-01,786433
2025-05-01,786433
2025-06-01,786433
